Official Correspondence,Date Received into Department,Date Due,Date Sent,Date Extension Granted,Full Response,Full Transfer,Partial Release,Declined
Official Information Act,27/9/2017,26/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,25/10/2017,,No,No,No,Yes
Official Information Act,26/9/2017,25/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,24/10/2017,,Yes,No,No,No
Official Information Act,26/9/2017,25/10/2017,25/10/2017,,No,No,No,Yes
Official Information Act,26/9/2017,25/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,12/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,20/10/2017,,No,No,No,Yes
Official Information Act,27/9/2017,26/10/2017,27/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,25/10/2017,,No,No,Yes,No
Official Information Act,27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,16/10/2017,,No,No,No,Yes
Official Information Act,27/9/2017,26/10/2017,5/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,27/9/2017,26/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,28/9/2017,30/10/2017,25/10/2017,,No,No,Yes,No
Official Information Act,28/9/2017,27/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,28/9/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,25/10/2017,,No,No,No,Yes
Official Information Act,28/9/2017,27/10/2017,6/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,20/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,24/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,26/9/2017,22/11/2017,30/10/2017,25/10/2017,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,29/9/2017,,No,No,No,Yes
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
Official Information Act,29/9/2017,30/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,25/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,No,No,No,Yes
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,29/9/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,16/10/2017,,Yes,No,No,No
Official Information Act,30/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,30/10/2017,,No,No,No,Yes
Official Information Act,29/9/2017,30/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,29/9/2017,30/10/2017,2/10/2017,,Yes,No,No,No
Official Information Act,14/9/2017,13/12/2017,13/12/2017,,Yes,No,No,No
Official Information Act,2/9/2017,31/10/2017,31/10/2017,,Yes,No,No,No
Official Information Act,28/9/2017,27/10/2017,12/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,No,No,No,Yes
Official Information Act,2/10/2017,31/10/2017,11/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,30/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,1/11/2017,11/10/2017,,No,Yes,No,No
Official Information Act,2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,27/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,3/11/2017,3/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,4/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,3/10/2017,,Yes,No,No,No
Official Information Act,13/9/2017,11/10/2017,11/10/2017,,No,No,No,Yes
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,31/10/2017,3/10/2017,,Yes,No,No,No
Official Information Act,2/10/2017,31/10/2017,4/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,29/11/2017,8/12/2017,1/11/2017,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,4/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,2/11/2017,4/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,17/10/2017,,No,Yes,No,No
Official Information Act,3/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,11/10/2017,,No,No,No,Yes
Official Information Act,4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,4/11/2017,1/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,26/10/2017,,Yes,No,No,No
Official Information Act,3/10/2017,1/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,26/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,5/10/2017,3/11/2017,31/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,31/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,31/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,11/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,5/10/2017,,Yes,No,No,No
Official Information Act,4/10/2017,2/11/2017,10/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,5/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,5/10/2017,3/11/2017,5/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,12/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,6/11/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,31/10/2017,,No,No,Yes,No
Official Information Act,6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,6/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,6/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,9/10/2017,,Yes,No,No,No
Official Information Act,6/10/2017,6/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,7/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,6/11/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,17/10/2017,,No,No,No,Yes
Official Information Act,9/10/2017,7/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,5/11/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,9/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,7/11/2017,7/11/2017,,No,No,Yes,No
Official Information Act,9/10/2017,8/11/2017,13/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,8/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,8/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,8/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,9/10/2017,8/11/2017,8/11/2017,,No,No,No,Yes
Official Information Act,9/10/2017,8/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,10/10/2017,8/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,10/10/2017,8/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,10/10/2017,8/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,10/10/2017,8/11/2017,10/10/2017,,Yes,No,No,No
Official Information Act,10/10/2017,8/11/2017,17/10/2017,,No,Yes,No,No
Official Information Act,10/10/2017,6/12/2017,14/11/2017,,No,No,Yes,No
Official Information Act,10/10/2017,8/11/2017,3/11/2017,,No,No,No,Yes
Official Information Act,10/10/2017,8/11/2017,8/11/2017,,No,No,No,Yes
Official Information Act,10/10/2017,8/11/2017,2/11/2017,,No,No,No,Yes
Official Information Act,10/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,10/10/2017,9/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,9/11/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,16/10/2017,,No,No,No,Yes
Official Information Act,11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,16/10/2017,,No,Yes,No,No
Official Information Act,11/10/2017,9/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,10/11/2017,9/11/2017,,No,No,Yes,No
Official Information Act,11/10/2017,10/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,6/12/2017,23/11/2017,8/11/2017,Yes,No,No,No
Official Information Act,12/10/2017,10/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,10/11/2017,10/11/2017,,No,No,No,Yes
Official Information Act,12/10/2017,10/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,12/10/2017,10/11/2017,18/10/2017,,No,No,No,Yes
Official Information Act,12/10/2017,10/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,12/10/2017,10/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,12/10/2017,8/12/2017,21/11/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,12/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,9/11/2017,6/11/2017,,No,No,Yes,No
Official Information Act,13/10/2017,13/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,20/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,14/10/2017,14/11/2017,14/11/2017,,No,No,No,Yes
Official Information Act,16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,14/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,2/11/2017,,Yes,No,No,No
Official Information Act,14/10/2017,14/11/2017,3/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
Official Information Act,14/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,7/11/2017,,No,No,Yes,No
Official Information Act,12/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,13/10/2017,13/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,14/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,16/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,26/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,13/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,15/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,15/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,14/11/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,20/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,16/10/2017,14/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,17/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,19/10/2017,,No,No,No,Yes
Official Information Act,17/10/2017,15/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,9/11/2017,,Yes,No,No,No
Official Information Act,17/10/2017,14/11/2017,17/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,9/11/2017,,No,No,Yes,No
Official Information Act,17/10/2017,15/11/2017,19/10/2017,,No,No,No,Yes
Official Information Act,17/10/2017,15/11/2017,15/11/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,15/11/2017,,No,No,Yes,No
Official Information Act,17/10/2017,15/11/2017,18/10/2017,,Yes,No,No,No
Official Information Act,17/10/2017,15/11/2017,15/11/2017,,Yes,No,No,No
Official Information Act,18/10/2017,14/12/2017,7/12/2017,16/11/2017,No,No,Yes,No
Official Information Act,18/10/2017,16/11/2017,14/11/2017,,No,No,Yes,No
Official Information Act,3/10/2017,29/11/2017,15/11/2017,1/11/2017,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,17/11/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,16/11/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,18/10/2017,16/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,18/10/2017,16/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,19/10/2017,17/11/2017,17/11/2017,,No,No,No,Yes
Official Information Act,19/10/2017,17/11/2017,8/11/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,19/10/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,20/10/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,14/11/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,20/10/2017,,Yes,No,No,No
Official Information Act,19/10/2017,17/11/2017,27/10/2017,,No,No,Yes,No
Official Information Act,20/10/2017,20/11/2017,16/11/2017,,Yes,No,No,No
Official Information Act,20/10/2017,20/11/2017,7/11/2017,,Yes,No,No,No
Official Information Act,20/10/2017,20/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,20/10/2017,20/11/2017,20/10/2017,,Yes,No,No,No
Official Information Act,11/10/2017,18/12/2017,10/11/2017,,Yes,No,No,No
Official Information Act,20/10/2017,20/11/2017,10/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,20/10/2017,18/12/2017,18/12/2017,20/11/2017,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,20/10/2017,21/11/2017,21/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,1/11/2017,,No,No,No,Yes
Official Information Act,20/10/2017,20/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,21/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,20/10/2017,20/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,19/12/2017,22/12/2017,21/11/2017,No,No,Yes,No
Official Information Act,24/10/2017,21/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,17/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,23/11/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,24/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,22/11/2017,20/11/2017,,No,No,Yes,No
Official Information Act,24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,24/10/2017,21/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,No,No,No,Yes
Official Information Act,25/10/2017,22/11/2017,25/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,20/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,26/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,26/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,25/10/2017,23/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,26/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,25/10/2017,22/11/2017,30/10/2017,,No,No,No,Yes
Official Information Act,25/10/2017,22/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,23/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,18/12/2017,,No,No,Yes,No
Official Information Act,26/10/2017,23/11/2017,22/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,23/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,23/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,1/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,15/11/2017,,No,No,No,Yes
Official Information Act,26/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,27/10/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,16/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,23/11/2017,,No,No,No,Yes
Official Information Act,26/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,23/11/2017,,Yes,No,No,No
Official Information Act,26/10/2017,23/11/2017,30/10/2017,,Yes,No,No,No
Official Information Act,27/10/2017,24/11/2017,30/10/2017,,Yes,No,No,No
